date,weekday,daytime,season,weather_conditions,light_conditions,road_surface_conditions,road_type,speed_limit,number_of_vehicles,urban_or_rural_area,IMD_Decile,IncScore,EmpScore,HDDScore,EduScore,CriScore,EnvScore,severity_numeric,severity_binary
2021-07-12,Mon,night (23-7),Summer,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,20,2,Urban,4,0.189,0.096,-0.264,16.785,0.211,36.586,4,Not Severe
2021-07-13,Tue,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,4,0.189,0.096,-0.264,16.785,0.211,36.586,4,Not Severe
2021-08-11,Wed,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,4,0.189,0.096,-0.264,16.785,0.211,36.586,6,Severe
2021-12-08,Wed,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,10,0.02,0.014,-1.537,5.879,-1.142,21.553,6,Severe
2021-11-22,Mon,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,5,0.107,0.062,-1.152,3.343,0.659,41.889,4,Not Severe
2021-05-28,Fri,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.158,0.109,0.43,10.714,0.033,26.845,5,Not Severe
2021-09-30,Thu,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,5,0.107,0.062,-1.152,3.343,0.659,41.889,5,Not Severe
2021-05-04,Tue,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Wet or damp,Dual carriageway,30,2,Urban,3,0.167,0.116,0.716,14.381,0.534,22.667,4,Not Severe
2021-09-15,Wed,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.159,0.103,0.331,1.671,0.499,37.95,4,Not Severe
2021-05-07,Fri,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,4,0.172,0.109,0.324,7.84,0.187,35.243,4,Not Severe
2021-03-18,Thu,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.136,0.043,-0.191,2.209,-0.961,20.947,5,Not Severe
2021-05-14,Fri,night (23-7),Spring,Fine no high winds,Daylight,Dry,One way street,30,2,Urban,3,0.175,0.134,0.23,17.549,0.985,33.429,5,Not Severe
2021-06-17,Thu,night (23-7),Summer,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,2,0.287,0.222,0.61,14.707,0.608,32.402,4,Not Severe
2021-05-20,Thu,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,4,0.172,0.109,0.324,7.84,0.187,35.243,3,Not Severe
2021-06-23,Wed,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.287,0.222,0.61,14.707,0.608,32.402,3,Not Severe
2021-07-13,Tue,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.172,0.109,0.324,7.84,0.187,35.243,5,Not Severe
2021-08-20,Fri,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,3,Urban,4,0.172,0.109,0.324,7.84,0.187,35.243,4,Not Severe
2021-03-13,Sat,afternoon rush (16-19),Spring,Fine + high winds,Darkness - lights unlit,Wet or damp,One way street,20,2,Urban,2,0.217,0.13,0.628,6.227,1.389,54.406,5,Not Severe
2021-06-01,Tue,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,2,0.217,0.13,0.628,6.227,1.389,54.406,3,Not Severe
2021-10-06,Wed,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,One way street,20,2,Urban,2,0.217,0.13,0.628,6.227,1.389,54.406,5,Not Severe
2021-07-08,Thu,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Slip road,40,2,Urban,3,0.175,0.137,0.058,30.429,1.106,18.834,6,Severe
2021-10-15,Fri,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,One way street,20,2,Urban,2,0.217,0.13,0.628,6.227,1.389,54.406,4,Not Severe
2021-12-28,Tue,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Dry,One way street,20,1,Urban,2,0.217,0.13,0.628,6.227,1.389,54.406,5,Not Severe
2021-09-09,Thu,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,4,0.172,0.109,0.324,7.84,0.187,35.243,5,Not Severe
2021-09-23,Thu,morning rush (7-10),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,4,0.172,0.109,0.324,7.84,0.187,35.243,5,Not Severe
2021-11-05,Fri,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,One way street,30,2,Urban,6,0.111,0.086,-0.906,14.259,-0.007,15.609,3,Not Severe
2021-06-28,Mon,morning rush (7-10),Summer,Raining no high winds,Daylight,Wet or damp,Single carriageway,20,2,Urban,8,0.012,0.009,-2.84,0.734,0.114,33.642,4,Not Severe
2021-01-22,Fri,evening (19-23),Winter,Fine no high winds,Darkness - lights lit,Wet or damp,One way street,20,2,Urban,3,0.161,0.092,0.414,1.95,1.017,39.587,4,Not Severe
2021-08-28,Sat,night (23-7),Summer,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,3,0.196,0.14,0.294,18.206,0.752,24.835,5,Not Severe
2021-06-14,Mon,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,8,0.015,0.006,-2.563,6.697,-0.287,46.188,4,Not Severe
2021-08-27,Fri,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,8,0.015,0.006,-2.563,6.697,-0.287,46.188,4,Not Severe
2021-05-11,Tue,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,3,Urban,8,0.015,0.006,-2.563,6.697,-0.287,46.188,5,Not Severe
2021-05-07,Fri,night (23-7),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,8,0.015,0.006,-2.563,6.697,-0.287,46.188,5,Not Severe
2021-02-14,Sun,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,3,0.161,0.092,0.414,1.95,1.017,39.587,5,Not Severe
2021-07-09,Fri,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.161,0.092,0.414,1.95,1.017,39.587,4,Not Severe
2021-07-31,Sat,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,One way street,20,1,Urban,3,0.161,0.092,0.414,1.95,1.017,39.587,4,Not Severe
2021-12-07,Tue,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Wet or damp,One way street,20,2,Urban,3,0.161,0.092,0.414,1.95,1.017,39.587,5,Not Severe
2021-10-20,Wed,evening (19-23),Autumn,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,3,0.191,0.1,0.159,24.146,0.393,24.938,6,Severe
2021-01-22,Fri,afternoon rush (16-19),Winter,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,3,0.191,0.1,0.159,24.146,0.393,24.938,7,Severe
2021-05-01,Sat,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.196,0.14,0.294,18.206,0.752,24.835,6,Severe
2021-04-07,Wed,evening (19-23),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.177,0.108,0.566,18.497,0.505,43.765,3,Not Severe
2021-06-04,Fri,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.14,0.098,0.443,8.814,1.044,40.992,4,Not Severe
2021-10-21,Thu,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.14,0.098,0.443,8.814,1.044,40.992,5,Not Severe
2021-10-30,Sat,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,1,Urban,3,0.14,0.098,0.443,8.814,1.044,40.992,4,Not Severe
2021-05-16,Sun,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.177,0.108,0.566,18.497,0.505,43.765,5,Not Severe
2021-08-17,Tue,evening (19-23),Summer,Fine no high winds,Darkness,Dry,Single carriageway,20,2,Urban,9,0.021,0.005,-2.729,0.215,-0.012,36.04,4,Not Severe
2021-03-31,Wed,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Roundabout,30,2,Urban,4,0.158,0.109,0.43,10.714,0.033,26.845,2,Not Severe
2021-06-09,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.213,0.122,0.107,15.649,0.928,40.609,4,Not Severe
2021-05-06,Thu,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.213,0.122,0.107,15.649,0.928,40.609,4,Not Severe
2021-05-15,Sat,night (23-7),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,3,Not Severe
2021-05-25,Tue,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,3,Not Severe
2021-05-29,Sat,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,5,Not Severe
2021-06-06,Sun,night (23-7),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,5,Not Severe
2021-06-28,Mon,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.239,0.107,0.148,13.955,1.703,42.707,2,Not Severe
2021-12-15,Wed,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,2,0.261,0.157,0.43,27.503,1.284,39.819,4,Not Severe
2021-03-26,Fri,office hours (10-16),Spring,Raining no high winds,Daylight,Wet or damp,One way street,20,2,Urban,2,0.261,0.157,0.43,27.503,1.284,39.819,2,Not Severe
2021-04-29,Thu,evening (19-23),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.239,0.107,0.148,13.955,1.703,42.707,4,Not Severe
2021-08-05,Thu,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,3,Not Severe
2021-08-05,Thu,evening (19-23),Summer,Fine no high winds,Darkness - lights lit,Wet or damp,Single carriageway,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,4,Not Severe
2021-08-16,Mon,evening (19-23),Summer,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,4,Not Severe
2021-09-01,Wed,night (23-7),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,4,Not Severe
2021-10-01,Fri,morning rush (7-10),Autumn,Raining no high winds,Daylight,Wet or damp,Dual carriageway,30,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,5,Not Severe
2021-10-07,Thu,night (23-7),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,4,Not Severe
2021-11-07,Sun,night (23-7),Autumn,Fine no high winds,Darkness - lights lit,Dry,One way street,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,5,Not Severe
2021-12-09,Thu,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,6,Severe
2021-06-09,Wed,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,1,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,5,Not Severe
2021-02-05,Fri,afternoon rush (16-19),Winter,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,20,2,Urban,2,0.239,0.107,0.148,13.955,1.703,42.707,3,Not Severe
2021-11-30,Tue,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.176,0.075,-0.039,27.292,0.578,35.412,4,Not Severe
2021-08-14,Sat,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,3,0.176,0.075,-0.039,27.292,0.578,35.412,4,Not Severe
2021-06-15,Tue,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.217,0.163,1.194,11.021,0.364,44.479,5,Not Severe
2021-11-13,Sat,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,2,0.217,0.163,1.194,11.021,0.364,44.479,4,Not Severe
2021-07-02,Fri,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.188,0.103,0.003,10.089,-0.012,43.737,3,Not Severe
2021-01-20,Wed,afternoon rush (16-19),Winter,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,20,2,Urban,3,0.226,0.117,0.034,12.619,0.762,31.354,5,Not Severe
2021-08-02,Mon,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.137,0.055,-0.428,8.695,1.291,35.617,4,Not Severe
2021-08-14,Sat,night (23-7),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,4,0.137,0.055,-0.428,8.695,1.291,35.617,5,Not Severe
2021-03-07,Sun,night (23-7),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,5,0.105,0.061,-0.637,5.868,0.661,43.08,3,Not Severe
2021-06-09,Wed,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.25,0.155,0.595,20.034,1,46.81,3,Not Severe
2021-01-21,Thu,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,2,0.25,0.155,0.595,20.034,1,46.81,3,Not Severe
2021-01-12,Tue,morning rush (7-10),Winter,Raining no high winds,Daylight,Wet or damp,One way street,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,4,Not Severe
2021-03-10,Wed,evening (19-23),Spring,Raining no high winds,Darkness,Wet or damp,Dual carriageway,30,1,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,6,Severe
2021-07-06,Tue,office hours (10-16),Summer,Fine no high winds,Daylight,Wet or damp,Roundabout,30,2,Urban,3,0.207,0.107,-0.027,11.385,0.846,25.995,5,Not Severe
2021-05-01,Sat,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,3,Not Severe
2021-04-24,Sat,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.176,0.075,-0.039,27.292,0.578,35.412,3,Not Severe
2021-05-04,Tue,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,3,0.154,0.09,-0.229,20.289,0.859,39.786,4,Not Severe
2021-05-07,Fri,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,4,Not Severe
2021-05-11,Tue,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,4,Not Severe
2021-03-29,Mon,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,5,0.096,0.072,0.208,3.412,0.262,42.774,3,Not Severe
2021-12-16,Thu,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,7,0.056,0.03,-0.636,11.276,-0.435,49.918,5,Not Severe
2021-07-04,Sun,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.209,0.143,-0.09,12.155,1.342,32.779,4,Not Severe
2021-02-26,Fri,afternoon rush (16-19),Winter,Fine no high winds,Daylight,Dry,One way street,20,1,Urban,2,0.209,0.143,-0.09,12.155,1.342,32.779,5,Not Severe
2021-11-20,Sat,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,4,0.148,0.099,-0.389,16.692,0.599,28.592,4,Not Severe
2021-11-24,Wed,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,4,0.148,0.099,-0.389,16.692,0.599,28.592,4,Not Severe
2021-04-11,Sun,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Roundabout,30,2,Rural,3,0.202,0.15,-0.093,26.502,0.352,20.215,5,Not Severe
2021-12-22,Wed,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,4,0.148,0.099,-0.389,16.692,0.599,28.592,4,Not Severe
2021-07-07,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,1,Urban,2,0.261,0.17,0.813,19.634,0.598,35.611,5,Not Severe
2021-12-05,Sun,office hours (10-16),Winter,Raining no high winds,Daylight,Wet or damp,Roundabout,30,2,Urban,2,0.155,0.089,0.647,12.752,1.56,58.94,6,Severe
2021-08-04,Wed,evening (19-23),Summer,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,2,0.155,0.089,0.647,12.752,1.56,58.94,4,Not Severe
2021-02-27,Sat,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.075,0.04,-0.974,1.006,0.459,28.527,5,Not Severe
2021-08-04,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,7,0.075,0.04,-0.974,1.006,0.459,28.527,4,Not Severe
2021-10-18,Mon,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Wet or damp,Single carriageway,20,2,Urban,3,0.164,0.118,0.351,20.917,0.83,35.432,5,Not Severe
2021-05-07,Fri,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Slip road,30,2,Urban,2,0.155,0.089,0.647,12.752,1.56,58.94,3,Not Severe
2021-11-09,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.255,0.148,0.402,14.395,0.514,37.872,4,Not Severe
2021-03-14,Sun,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,4,0.138,0.08,0.123,8.952,0.699,59.133,3,Not Severe
2021-05-01,Sat,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,2,0.155,0.089,0.647,12.752,1.56,58.94,5,Not Severe
2021-07-01,Thu,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Slip road,20,1,Urban,2,0.155,0.089,0.647,12.752,1.56,58.94,5,Not Severe
2021-09-18,Sat,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Slip road,20,2,Urban,4,0.148,0.099,-0.389,16.692,0.599,28.592,4,Not Severe
2021-09-22,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.148,0.099,-0.389,16.692,0.599,28.592,4,Not Severe
2021-10-01,Fri,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,9,0.058,0.057,-1.162,1.029,-0.173,21.77,4,Not Severe
2021-12-17,Fri,evening (19-23),Winter,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,20,2,Urban,2,0.155,0.089,0.647,12.752,1.56,58.94,4,Not Severe
2021-03-20,Sat,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.073,0.051,-0.322,5.477,0.847,44.859,4,Not Severe
2021-07-07,Wed,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.073,0.051,-0.322,5.477,0.847,44.859,5,Not Severe
2021-11-11,Thu,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Dual carriageway,20,2,Urban,3,0.199,0.117,0.402,8.315,0.717,31.674,6,Severe
2021-09-01,Wed,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,6,0.073,0.051,-0.322,5.477,0.847,44.859,3,Not Severe
2021-11-07,Sun,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,6,0.073,0.051,-0.322,5.477,0.847,44.859,3,Not Severe
2021-11-09,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Wet or damp,Dual carriageway,20,2,Urban,6,0.073,0.051,-0.322,5.477,0.847,44.859,5,Not Severe
2021-05-17,Mon,night (23-7),Spring,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,8,0.051,0.032,-0.643,19.328,-0.541,13.749,4,Not Severe
2021-03-18,Thu,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,6,0.084,0.066,-0.42,7.391,0.218,38.962,4,Not Severe
2021-10-20,Wed,night (23-7),Autumn,Raining no high winds,Darkness - lights lit,Wet or damp,Roundabout,50,2,Urban,3,0.178,0.101,0.094,27.636,0.636,23.592,7,Severe
2021-05-22,Sat,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.242,0.121,-0.032,34.596,1.422,41.355,4,Not Severe
2021-03-02,Tue,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,40,2,Urban,4,0.156,0.103,-0.098,26.349,0.728,24.443,4,Not Severe
2021-12-22,Wed,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,2,0.261,0.17,0.813,19.634,0.598,35.611,4,Not Severe
2021-08-21,Sat,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.148,0.099,-0.389,16.692,0.599,28.592,4,Not Severe
2021-09-09,Thu,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Slip road,30,2,Urban,2,0.261,0.17,0.813,19.634,0.598,35.611,4,Not Severe
2021-07-28,Wed,afternoon rush (16-19),Summer,Raining no high winds,Daylight,Wet or damp,Single carriageway,20,2,Urban,2,0.261,0.17,0.813,19.634,0.598,35.611,2,Not Severe
2021-07-13,Tue,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Roundabout,30,2,Urban,1,0.294,0.206,0.641,27.832,1.199,21.49,5,Not Severe
2021-08-28,Sat,night (23-7),Summer,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,4,0.069,0.067,-0.022,6.069,0.763,79.648,5,Not Severe
2021-11-03,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,5,0.096,0.072,0.208,3.412,0.262,42.774,4,Not Severe
2021-05-30,Sun,night (23-7),Spring,Fine no high winds,Darkness,Dry,Single carriageway,20,2,Urban,2,0.245,0.158,0.01,28.917,1.706,39.542,5,Not Severe
2021-03-18,Thu,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,20,1,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,6,Severe
2021-04-30,Fri,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,6,Severe
2021-06-05,Sat,night (23-7),Summer,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,4,Not Severe
2021-06-04,Fri,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Wet or damp,Single carriageway,20,2,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,4,Not Severe
2021-10-06,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,6,0.076,0.048,-1.018,3.864,-0.007,28.816,3,Not Severe
2021-07-29,Thu,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,8,0.068,0.059,-0.562,16.226,0.04,19.529,4,Not Severe
2021-06-18,Fri,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,One way street,30,2,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,5,Not Severe
2021-06-29,Tue,office hours (10-16),Summer,Raining no high winds,Daylight,Wet or damp,One way street,30,2,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,8,Severe
2021-03-16,Tue,afternoon rush (16-19),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,2,0.253,0.154,0.736,19.629,1.026,37.266,4,Not Severe
2021-07-02,Fri,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,4,Not Severe
2021-08-10,Tue,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,4,Not Severe
2021-08-14,Sat,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,1,Urban,2,0.216,0.226,0.647,3.812,-0.334,45.73,3,Not Severe
2021-09-03,Fri,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.104,0.049,-0.861,1.957,0.248,26.397,3,Not Severe
2021-10-20,Wed,afternoon rush (16-19),Autumn,Raining no high winds,Darkness - lights lit,Wet or damp,One way street,20,2,Rural,2,0.216,0.226,0.647,3.812,-0.334,45.73,8,Severe
2021-09-16,Thu,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.177,0.083,0.049,5.161,0.832,71.207,4,Not Severe
2021-08-12,Thu,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,2,0.245,0.158,0.01,28.917,1.706,39.542,4,Not Severe
2021-06-18,Fri,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Wet or damp,Single carriageway,20,2,Urban,6,0.076,0.048,-1.018,3.864,-0.007,28.816,6,Severe
2021-01-19,Tue,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,4,0.137,0.085,0.32,4.929,0.329,29.231,4,Not Severe
2021-03-13,Sat,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,4,0.137,0.085,0.32,4.929,0.329,29.231,3,Not Severe
2021-04-01,Thu,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.137,0.085,0.32,4.929,0.329,29.231,4,Not Severe
2021-06-01,Tue,evening (19-23),Summer,Fine no high winds,Darkness - lights lit,Dry,Dual carriageway,30,2,Urban,6,0.103,0.064,-0.327,8.06,0.448,38.75,5,Not Severe
2021-06-01,Tue,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,6,0.103,0.064,-0.327,8.06,0.448,38.75,4,Not Severe
